sec of day,lon,lat,speed[km/h],acc[m/s2],VSP[kW/t],trac_power[kW],pad_pressure,true_north[D],grade[D],braking,reg_braking,model,driver,brand
52857.0,118.81935867,31.8959895,0.0,0.0,0.0,0.0,4,0.0,0.0,0,0,Ei5,DRIVER1,Roewe
52858.0,118.81935867,31.89598933,0.0,0.0,0.0,0.0,3,0.0,0.0,0,0,Ei5,DRIVER1,Roewe
52859.0,118.81935867,31.895989329999995,0.0,0.0,0.0,0.0,2,0.0,0.0,0,0,Ei5,DRIVER1,Roewe
52860.0,118.81935881222216,31.895989187777868,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0,Ei5,DRIVER1,Roewe
52861.0,118.81935884142858,31.8959891585714,0.0,0.0,0.0,0.0,1,0.0,0.8745,0,0,Ei5,DRIVER1,Roewe
52862.0,118.819358842,31.89598901774994,0.0,0.0,0.0,0.0,1,0.0,1.039,0,0,Ei5,DRIVER1,Roewe
52863.0,118.81935897688888,31.8959889853333,0.0,0.0,0.0,0.0,1,0.0,0.4485,0,0,Ei5,DRIVER1,Roewe
52864.0,118.8193592818654,31.89598884601681,0.0,0.0,0.0,0.0,1,0.0,0.385,0,0,Ei5,DRIVER1,Roewe
52865.0,118.81935949622434,31.895988682942647,0.0,0.0,0.0,0.0,1,0.0,0.725,0,0,Ei5,DRIVER1,Roewe
52866.0,118.81935953600664,31.895988368999607,0.0,0.0,0.0,0.0,1,0.0,0.7974,0,0,Ei5,DRIVER1,Roewe
52867.0,118.81935966761012,31.89598816511308,0.0,0.0,0.0,0.0,1,0.0,0.5996,0,0,Ei5,DRIVER1,Roewe
52868.0,118.81935996327384,31.89598799113876,0.0,0.0,0.0,0.0,1,0.0,0.5415,0,0,Ei5,DRIVER1,Roewe
52869.0,118.81936017116271,31.89598782417089,0.0,0.0,0.0,0.0,1,0.0,0.6133,0,0,Ei5,DRIVER1,Roewe
52870.0,118.81936033920354,31.895987796885333,0.0,0.0,0.0,0.0,1,0.0,0.91,0,0,Ei5,DRIVER1,Roewe
52871.0,118.81936050496986,31.89598767450601,0.0,0.0,0.0,0.0,1,0.0,1.439,0,0,Ei5,DRIVER1,Roewe
52872.0,118.81936053240403,31.895987650801786,0.0,0.0,0.0,0.0,1,0.0,0.5947,0,0,Ei5,DRIVER1,Roewe
52873.0,118.81936079482368,31.89598751496813,0.0,0.0,0.0,0.0,2,0.0,0.3525,0,0,Ei5,DRIVER1,Roewe
52874.0,118.81936113584976,31.8959873447372,0.0,0.0,0.0,0.0,2,0.0,0.342,0,0,Ei5,DRIVER1,Roewe
52875.0,118.81936134251444,31.895987176694216,0.0,0.0,0.0,0.0,1,0.0,0.2239,0,0,Ei5,DRIVER1,Roewe
52876.0,118.81936165347814,31.89598714393124,0.0,0.0,0.0,0.0,2,0.0,0.09973,0,0,Ei5,DRIVER1,Roewe
52877.0,118.81936212677424,31.89598700938367,0.0,0.0,0.0,0.0,3,0.0,0.0929,0,0,Ei5,DRIVER1,Roewe
52878.0,118.81936250054775,31.89598698145286,0.0,0.0,0.0,0.0,3,0.0,0.0723,0,0,Ei5,DRIVER1,Roewe
52879.0,118.81936283811498,31.895986984305303,0.0,0.0,0.0,0.0,3,0.0,0.0869,0,0,Ei5,DRIVER1,Roewe
52880.0,118.81936303454248,31.895986991437937,0.0,0.0,0.0,0.0,3,0.0,0.0355,0,0,Ei5,DRIVER1,Roewe
52881.0,118.81936332616628,31.895987136036428,0.0,0.0,0.0,0.0,3,0.0,0.11694,0,0,Ei5,DRIVER1,Roewe
52882.0,118.81936337973823,31.895987176132596,0.0,0.0,0.0,0.0,2,0.0,0.4348,0,0,Ei5,DRIVER1,Roewe
52883.0,118.81936336828863,31.895987180687406,0.0,0.0,0.0,0.0,2,0.0,0.01936,0,0,Ei5,DRIVER1,Roewe
52884.0,118.81936321859249,31.89598730848332,0.0,0.0,0.0,0.0,2,0.0,0.01387,0,0,Ei5,DRIVER1,Roewe
52885.0,118.81936317141351,31.895987480046323,0.0,0.0,0.0,0.0,3,0.0,0.00782,0,0,Ei5,DRIVER1,Roewe
52886.0,118.8193630226979,31.895987658746872,0.0,0.0,0.0,0.0,3,0.0,0.02509,0,0,Ei5,DRIVER1,Roewe
52887.0,118.81936298662328,31.895987695332764,0.0,0.0,0.0,-0.0,3,0.0,-0.957,0,0,Ei5,DRIVER1,Roewe
52888.0,118.81936312555644,31.895987691158155,0.0,0.0,0.0,-0.0,2,0.0,-0.763,0,0,Ei5,DRIVER1,Roewe
52889.0,118.81936330056216,31.895987541770054,0.0,0.0,0.0,-0.0,2,0.0,-1.183,0,0,Ei5,DRIVER1,Roewe
52890.0,118.81936334416524,31.895987497525624,0.0,0.0,0.0,0.0,1,0.0,-0.4805,0,0,Ei5,DRIVER1,Roewe
52891.0,118.81936348566828,31.895987350973822,0.0,0.0,0.0,-0.0,1,0.0,-1.08,0,0,Ei5,DRIVER1,Roewe
52892.0,118.8193636566406,31.895987316012413,0.0,0.0,0.0,-0.0,2,0.0,-0.8867,0,0,Ei5,DRIVER1,Roewe
52893.0,118.81936382423412,31.8959871841924,0.0,0.0,0.0,-0.0,2,0.0,-1.334,0,0,Ei5,DRIVER1,Roewe
52894.0,118.81936385652516,31.89598715471783,0.0,0.0,0.0,-0.0,3,0.0,-0.853,0,0,Ei5,DRIVER1,Roewe
52895.0,118.81936385108212,31.895987016203275,0.0,0.0,0.0,-0.0,2,0.0,-0.7695,0,0,Ei5,DRIVER1,Roewe
52896.0,118.81936398092792,31.89598698468729,0.0,0.0,0.0,0.0,1,0.0,-0.4365,0,0,Ei5,DRIVER1,Roewe
52897.0,118.81936387239652,31.895986845821938,0.0,0.0,0.0,0.0,1,0.0,-0.2458,0,0,Ei5,DRIVER1,Roewe
52898.0,118.819363703671,31.89598668290899,0.0,0.0,0.0,0.0,1,0.0,-0.2106,0,0,Ei5,DRIVER1,Roewe
52899.0,118.8193636594,31.89598650872292,0.0,0.0,0.0,0.0,1,0.0,-0.1248,0,0,Ei5,DRIVER1,Roewe
52900.0,118.81936351627314,31.89598633429536,0.0,0.0,0.0,0.0,1,0.0,0.7173,0,0,Ei5,DRIVER1,Roewe
52901.0,118.81936334419206,31.89598616991204,0.0,0.0,0.0,0.0,1,0.0,0.6733,0,0,Ei5,DRIVER1,Roewe
52902.0,118.81936317604956,31.8959860009498,0.0,0.0,0.0,0.0,1,0.0,0.6357,0,0,Ei5,DRIVER1,Roewe
52903.0,118.81936300382708,31.895985830733785,0.0,0.0,0.0,0.0,1,0.0,0.4883,0,0,Ei5,DRIVER1,Roewe
52904.0,118.8193628318158,31.895985668604048,0.0,0.0,0.0,0.0,1,0.0,0.357,0,0,Ei5,DRIVER1,Roewe
52905.0,118.8193626689095,31.89598550059537,0.0,0.0,0.0,0.0,2,0.0,0.371,0,0,Ei5,DRIVER1,Roewe
52906.0,118.81936250063356,31.89598547041272,0.0,0.0,0.0,0.0,2,0.0,0.2864,0,0,Ei5,DRIVER1,Roewe
52907.0,118.81936247038718,31.895985337809957,0.0,0.0,0.0,0.0,2,0.0,0.1422,0,0,Ei5,DRIVER1,Roewe
52908.0,118.81936233778384,31.895985179394422,0.0,0.0,0.0,0.0,1,0.0,0.4585,0,0,Ei5,DRIVER1,Roewe
52909.0,118.81936231087464,31.895985147206908,0.0,0.0,0.0,0.0,1,0.0,0.1246,0,0,Ei5,DRIVER1,Roewe
52910.0,118.81936218265773,31.895985151093143,0.0,0.0,0.0,0.0,1,0.0,0.743,0,0,Ei5,DRIVER1,Roewe
52911.0,118.81936201475892,31.89598502005186,0.0,0.0,0.0,0.0,1,0.0,0.9395,0,0,Ei5,DRIVER1,Roewe
52912.0,118.81936183890376,31.895984988242844,0.0,0.0,0.0,0.0,2,0.0,0.802,0,0,Ei5,DRIVER1,Roewe
52913.0,118.81936167232098,31.89598498753844,0.0,0.0,0.0,0.0,2,0.0,0.4778,0,0,Ei5,DRIVER1,Roewe
52914.0,118.81936150195013,31.89598485295886,0.0,0.0,0.0,0.0,2,0.0,1.42,0,0,Ei5,DRIVER1,Roewe
52915.0,118.81936147077484,31.895984819292494,0.0,0.0,0.0,0.0,1,0.0,1.131,0,0,Ei5,DRIVER1,Roewe
52916.0,118.8193613378424,31.89598481781416,0.0,0.0,0.0,0.0,1,0.0,0.767,0,0,Ei5,DRIVER1,Roewe
52917.0,118.81936126512836,31.895984756988643,0.0,0.0,0.0,-0.0,1,0.0,-0.6714,0,0,Ei5,DRIVER1,Roewe
52918.0,118.8193613017952,31.895984677434367,0.0,0.0,0.0,-0.0,1,0.0,-1.114,0,0,Ei5,DRIVER1,Roewe
52919.0,118.81936132023228,31.89598466012357,0.0,0.0,0.0,-0.0,2,0.0,-0.621,0,0,Ei5,DRIVER1,Roewe
52920.0,118.81936119614426,31.89598466120826,0.0,0.0,0.0,0.0,2,0.0,-0.3635,0,0,Ei5,DRIVER1,Roewe
52921.0,118.81936116300248,31.89598452539845,0.0,0.0,0.0,0.0,1,0.0,-0.285,0,0,Ei5,DRIVER1,Roewe
52922.0,118.8193610203378,31.895984490483205,0.0,0.0,0.0,-0.0,1,0.0,-0.729,0,0,Ei5,DRIVER1,Roewe
52923.0,118.81936098633734,31.895984488279804,0.0,0.0,0.0,0.0,1,0.0,-0.151,0,0,Ei5,DRIVER1,Roewe
52924.0,118.8193608463329,31.89598449283414,0.0,0.0,0.0,-0.0,1,0.0,-0.624,0,0,Ei5,DRIVER1,Roewe
52925.0,118.81936071421988,31.89598456717953,0.0,0.0,0.0,-0.0,1,0.0,-1.085,0,0,Ei5,DRIVER1,Roewe
52926.0,118.81936065683368,31.89598465748569,0.0,0.0,0.0,-0.0,1,0.0,-1.449,0,0,Ei5,DRIVER1,Roewe
52927.0,118.81936065216738,31.89598467885613,0.0,0.0,0.0,-0.0,1,0.0,-1.525,0,0,Ei5,DRIVER1,Roewe
52928.0,118.81936065886288,31.89598467892533,0.0,0.0,0.0,-0.0,1,0.0,-0.6543,0,0,Ei5,DRIVER1,Roewe
52929.0,118.8193605250426,31.895984675170435,0.0,0.0,0.0,-0.0,2,0.0,-1.123,0,0,Ei5,DRIVER1,Roewe
52930.0,118.819360490632,31.895984672319138,0.0,0.0,0.0,-0.0,2,0.0,-1.516,0,0,Ei5,DRIVER1,Roewe
52931.0,118.81936048845571,31.895984670832306,0.0,0.0,0.0,-0.0,3,0.0,-1.442,0,0,Ei5,DRIVER1,Roewe
52932.0,118.81936049294065,31.89598467021612,0.0,0.0,0.0,0.0,3,0.0,-0.3176,0,0,Ei5,DRIVER1,Roewe
52933.0,118.8193604973835,31.89598473379356,0.0,0.0,0.0,0.0,2,0.0,-0.171,0,0,Ei5,DRIVER1,Roewe
52934.0,118.8193604989563,31.89598481866617,0.0,0.0,0.0,0.0,1,0.0,-0.4758,0,0,Ei5,DRIVER1,Roewe
52935.0,118.81936049967705,31.895984838570342,0.0,0.0,0.0,-0.0,1,0.0,-1.538,0,0,Ei5,DRIVER1,Roewe
52936.0,118.81936049994177,31.89598483849895,0.0,0.0,0.0,0.0,1,0.0,-0.03693,0,0,Ei5,DRIVER1,Roewe
52937.0,118.8193605000135,31.895984974612865,0.0,0.0,0.0,0.0,2,0.0,-0.02014,0,0,Ei5,DRIVER1,Roewe
52938.0,118.81936050002058,31.8959851492914,0.0,0.0,0.0,0.0,2,0.0,-0.01438,0,0,Ei5,DRIVER1,Roewe
52939.0,118.81936050001318,31.89598532064717,0.0,0.0,0.0,0.0,2,0.0,-0.05,0,0,Ei5,DRIVER1,Roewe
52940.0,118.81936050000628,31.89598535512248,0.0,0.0,0.0,0.0,2,0.0,-0.01932,0,0,Ei5,DRIVER1,Roewe
52941.0,118.81936043246507,31.89598537991652,0.0,0.0,0.0,0.0,2,0.0,-0.006348,0,0,Ei5,DRIVER1,Roewe
52942.0,118.8193603420754,31.895985488747964,0.0,0.0,0.0,0.0,11,0.0,-0.00359,0,0,Ei5,DRIVER1,Roewe
52943.0,118.81936032087536,31.89598565259985,0.0,0.0,0.0,0.0,65,0.0,-0.01134,0,0,Ei5,DRIVER1,Roewe
52944.0,118.81936032094984,31.895985689134957,0.0,0.0,0.0,0.0,119,0.0,-0.002674,0,0,Ei5,DRIVER1,Roewe
52945.0,118.8193601932876,31.895985687567286,0.0,0.0,0.0,0.0,165,0.0,-0.001599,0,0,Ei5,DRIVER1,Roewe
52946.0,118.81936016071482,31.89598581136858,0.0,0.0,0.0,0.0,163,0.0,-0.00474,0,0,Ei5,DRIVER1,Roewe
52947.0,118.81936015883096,31.895985841288223,0.0,0.0,0.0,0.0,161,0.0,-0.02643,0,0,Ei5,DRIVER1,Roewe
52948.0,118.81936016320962,31.89598584185396,0.0,0.0,0.0,0.0,160,0.0,-0.002506,0,0,Ei5,DRIVER1,Roewe
52949.0,118.81936019587148,31.895985843221204,0.0,0.0,0.0,0.0,163,0.0,-0.002655,0,0,Ei5,DRIVER1,Roewe
52950.0,118.81936017665656,31.895985834834576,0.0,0.0,0.0,0.0,139,0.0,-0.00536,0,0,Ei5,DRIVER1,Roewe
52951.0,118.8193601704237,31.89598583129987,0.0,0.0,0.0,0.0,118,0.0,-0.01484,0,0,Ei5,DRIVER1,Roewe
52952.0,118.81936016913448,31.895985830121504,0.0,0.0,0.0,0.0,96,0.0,-0.05847,0,0,Ei5,DRIVER1,Roewe
52953.0,118.81936016927013,31.89598582986029,0.0,0.0,0.0,0.0,103,0.0,0.0493,0,0,Ei5,DRIVER1,Roewe
52954.0,118.81936907019902,31.89598720235623,0.0,0.885,0.0,0.0,78,0.0,0.02373,0,0,Ei5,DRIVER1,Roewe
52955.0,118.81938599249266,31.89599044896396,3.186,0.628,0.7686,1.092,49,56.75,0.01377,0,0,Ei5,DRIVER1,Roewe
52956.0,118.81940952564564,31.89599632332729,5.445,0.5513,1.09,1.667,14,71.7,0.006348,0,0,Ei5,DRIVER1,Roewe
52957.0,118.81944451584658,31.896007182068303,7.43,0.1649,0.714,0.9346,6,74.06,0.00738,0,0,Ei5,DRIVER1,Roewe
52958.0,118.81949742942088,31.896022754450527,8.02,2.762,6.367,10.73,2,74.8,-0.001481,0,0,Ei5,DRIVER1,Roewe
52959.0,118.81956886302656,31.89603325118657,17.97,1.767,9.31,15.69,2,73.56,-0.002007,0,0,Ei5,DRIVER1,Roewe
52960.0,118.81965528920864,31.89604057189233,24.33,1.472,10.7,17.92,2,77.06,-0.001704,0,0,Ei5,DRIVER1,Roewe
52961.0,118.81975562364434,31.896048033728583,29.62,1.363,12.125,20.39,1,82.06,-0.002775,0,0,Ei5,DRIVER1,Roewe
52962.0,118.81986994838267,31.896057017098958,34.53,1.397,14.586,24.4,1,84.1,-0.002544,0,0,Ei5,DRIVER1,Roewe
52963.0,118.81999601175112,31.896067171728905,39.56,1.059,13.2,21.84,1,83.94,-0.001661,0,0,Ei5,DRIVER1,Roewe
52964.0,118.82013118551455,31.89607760904357,43.38,0.868,12.52,20.22,1,84.5,0.000284,0,0,Ei5,DRIVER1,Roewe
52965.0,118.82027338733316,31.896087919928465,46.5,0.6685,11.02,17.47,1,84.8,0.0008564,0,0,Ei5,DRIVER1,Roewe
52966.0,118.8204219509636,31.8960971872641,48.9,0.6426,11.516,17.9,1,85.4,0.002235,0,0,Ei5,DRIVER1,Roewe
52967.0,118.82057236341696,31.896106837982536,51.22,0.1909,5.688,8.06,1,85.94,0.001906,0,0,Ei5,DRIVER1,Roewe
52968.0,118.82072149176892,31.89611951735451,51.9,0.01736,3.21,4.004,1,86.1,0.001329,0,0,Ei5,DRIVER1,Roewe
52969.0,118.82087054008606,31.896136971880285,51.97,-0.0434,2.328,2.543,1,84.3,0.001255,0,0,Ei5,DRIVER1,Roewe
52970.0,118.82101980172352,31.89615641171453,51.8,-0.0521,2.137,2.32,2,81.94,0.000882,0,0,Ei5,DRIVER1,Roewe
52971.0,118.8211687923103,31.89617389480273,51.62,-0.1562,0.5903,-0.2069,2,81.7,0.0006156,1,1,Ei5,DRIVER1,Roewe
52972.0,118.82131862838789,31.89618938157572,51.06,0.1215,4.473,6.383,1,82.75,0.0004237,0,0,Ei5,DRIVER1,Roewe
52973.0,118.82147128953456,31.89620321418393,51.5,0.1997,5.81,8.34,1,83.5,0.001561,0,0,Ei5,DRIVER1,Roewe
52974.0,118.82162685486696,31.8962154424746,52.22,0.1389,5.15,7.016,1,83.94,0.002342,0,0,Ei5,DRIVER1,Roewe
52975.0,118.8217839716756,31.89622648539224,52.72,0.1302,5.137,6.9,1,84.4,0.002638,0,0,Ei5,DRIVER1,Roewe
52976.0,118.82193781523544,31.89623690501696,53.2,-0.4688,-3.695,-7.883,1,84.8,0.002296,1,1,Ei5,DRIVER1,Roewe
52977.0,118.82208302492238,31.896247080033373,51.5,-0.7812,-8.2,-15.24,2,85.25,0.001704,1,1,Ei5,DRIVER1,Roewe
52978.0,118.82221995069088,31.896256874183056,48.7,-0.616,-5.703,-10.8,3,85.25,0.0012045,1,1,Ei5,DRIVER1,Roewe
52979.0,118.82235562407156,31.896266611614116,46.47,0.1649,4.332,6.535,2,84.94,-0.0005927,0,0,Ei5,DRIVER1,Roewe
52980.0,118.82249622239276,31.89627610680295,47.06,0.5293,9.33,14.65,2,85.1,0.0006137,0,0,Ei5,DRIVER1,Roewe
52981.0,118.8226428812164,31.89628570058007,48.97,0.4688,8.8,13.945,0,85.44,-0.000567,0,0,Ei5,DRIVER1,Roewe
52982.0,118.82279344811708,31.89629588651201,50.66,0.2084,5.254,8.34,1,85.7,-0.002398,0,0,Ei5,DRIVER1,Roewe
52983.0,118.82294200980508,31.896306649670265,51.4,-0.1562,0.04813,-0.2423,1,85.1,-0.003176,1,1,Ei5,DRIVER1,Roewe
52984.0,118.82308272597116,31.896317058316672,50.84,-0.269,-1.614,-2.945,2,85.0,-0.003496,1,1,Ei5,DRIVER1,Roewe
52985.0,118.82321465607014,31.896326667923333,49.88,-1.232,-14.9,-25.36,1,85.06,-0.002985,1,1,Ei5,DRIVER1,Roewe
52986.0,118.82333935868836,31.89633570564945,45.44,-0.703,-6.746,-12.055,1,85.2,-0.0005274,1,1,Ei5,DRIVER1,Roewe
52987.0,118.8234585789513,31.896344896778796,42.9,-0.538,-4.617,-8.18,2,85.2,-0.001673,1,1,Ei5,DRIVER1,Roewe
52988.0,118.82357351348556,31.896353491719807,40.97,-0.408,-3.23,-5.39,2,84.9,-0.003899,1,1,Ei5,DRIVER1,Roewe
52989.0,118.82368402161671,31.89636235129801,39.5,-0.4688,-3.762,-6.36,2,84.6,-0.003351,1,1,Ei5,DRIVER1,Roewe
52990.0,118.8237887386979,31.89637049544543,37.8,-0.3733,-2.604,-4.445,2,84.7,-0.003017,1,1,Ei5,DRIVER1,Roewe
52991.0,118.82388659078411,31.896377756080263,36.47,-0.3298,-2.03,-3.578,3,84.94,-0.002272,1,1,Ei5,DRIVER1,Roewe
52992.0,118.82397757279608,31.896384561075504,35.28,-1.02,-8.695,-14.84,3,85.2,-0.001711,1,1,Ei5,DRIVER1,Roewe
52993.0,118.82406206990368,31.89639129730637,31.61,-0.703,-5.32,-8.7,3,85.25,-0.00454,1,1,Ei5,DRIVER1,Roewe
52994.0,118.82413870665644,31.89639778565796,29.08,-0.842,-6.07,-9.92,3,84.75,-0.004704,1,1,Ei5,DRIVER1,Roewe
52995.0,118.82420093125288,31.896403412919145,26.05,-1.632,-11.195,-18.53,23,84.56,-0.004753,1,0,Ei5,DRIVER1,Roewe
52996.0,118.8242440498106,31.89640732086188,20.17,-1.779,-9.76,-15.77,57,84.6,-0.008575,1,0,Ei5,DRIVER1,Roewe
52997.0,118.82426656871428,31.896408911165903,13.766,-1.928,-1.807,-11.57,92,84.7,0.1373,1,0,Ei5,DRIVER1,Roewe
52998.0,118.82426724620244,31.89640929257436,6.824,-1.327,-1.643,-3.877,90,85.6,0.03595,1,0,Ei5,DRIVER1,Roewe
52999.0,118.82426368307272,31.896409368955258,2.047,-0.398,0.521,-0.259,79,85.9,0.1237,1,0,Ei5,DRIVER1,Roewe
53000.0,118.82426097015532,31.896409248834324,0.6143,-0.11945,0.4229,0.00891,72,85.94,0.2573,0,0,Ei5,DRIVER1,Roewe
53001.0,118.82425894696183,31.896409111703942,0.1843,-0.03583,0.2319,0.01306,75,86.0,0.4727,0,0,Ei5,DRIVER1,Roewe
53002.0,118.8242576361896,31.89640917983929,0.0553,-0.01075,0.1318,0.007114,82,86.0,1.049,0,0,Ei5,DRIVER1,Roewe
53003.0,118.82425728104587,31.89640930570032,0.01659,-0.003225,0.02792,0.001669,93,86.0,0.654,0,0,Ei5,DRIVER1,Roewe
53004.0,118.8242564128892,31.896409345004425,0.004974,-0.0009675,0.01075,0.000603,110,86.0,0.9,0,0,Ei5,DRIVER1,Roewe
53005.0,118.8242559520286,31.89640962510127,0.0014925,-0.0002904,0.0003772,8.404e-05,121,86.0,0.0823,0,0,Ei5,DRIVER1,Roewe
53006.0,118.82426602353878,31.89641133764532,0.0004478,1.075,0.000185,0.0002482,82,86.0,0.0314,0,0,Ei5,DRIVER1,Roewe
53007.0,118.82428632953368,31.896413426715085,3.871,0.3223,0.694,0.7783,42,83.8,0.0221,0,0,Ei5,DRIVER1,Roewe
53008.0,118.82431778765236,31.896415676764896,5.03,0.09656,0.489,0.4773,1,83.2,0.01492,0,0,Ei5,DRIVER1,Roewe
53009.0,118.82435701874768,31.896418476341,5.38,0.0293,0.358,0.3394,1,83.0,0.010506,0,0,Ei5,DRIVER1,Roewe
53010.0,118.8243959573548,31.896421933298036,5.484,0.00868,0.3235,0.293,1,82.94,0.00983,0,0,Ei5,DRIVER1,Roewe
53011.0,118.82443018757934,31.896424424263323,5.516,0.9463,1.732,2.707,1,82.94,0.00789,0,0,Ei5,DRIVER1,Roewe
53012.0,118.82446004018864,31.89642661165755,8.92,0.11285,0.7036,0.9043,1,85.2,0.006252,0,0,Ei5,DRIVER1,Roewe
53013.0,118.82448642721334,31.896428186990605,9.33,-0.1714,-0.0361,-0.2935,5,85.25,0.00483,1,0,Ei5,DRIVER1,Roewe
53014.0,118.82451032182269,31.89642989269532,8.71,-0.1714,-0.3547,-0.283,19,84.56,-0.00865,1,0,Ei5,DRIVER1,Roewe
53015.0,118.82452956793686,31.896430991956557,8.09,-0.537,-1.264,-1.647,32,83.8,-0.0137,1,0,Ei5,DRIVER1,Roewe
53016.0,118.82454164642238,31.896432080995176,6.16,-0.6577,-3.023,-1.653,45,85.25,-0.1245,1,0,Ei5,DRIVER1,Roewe
53017.0,118.82454296024058,31.896432240824662,3.793,-0.738,-1.638,-1.149,48,85.7,-0.09436,1,0,Ei5,DRIVER1,Roewe
53018.0,118.8245417337952,31.89643230736489,1.138,-0.2211,0.517,-0.04468,57,85.8,0.1798,1,0,Ei5,DRIVER1,Roewe
53019.0,118.82454084366314,31.89643212152607,0.3416,-0.0664,0.1425,0.010506,61,85.8,0.1499,0,0,Ei5,DRIVER1,Roewe
53020.0,118.82454068263758,31.896431770509103,0.1024,-0.0199,-0.04547,0.00274,67,85.9,-0.1726,0,0,Ei5,DRIVER1,Roewe
53021.0,118.82454104870143,31.896431383888533,0.03073,-0.005978,-0.00865,0.001167,65,85.9,-0.11365,0,0,Ei5,DRIVER1,Roewe
53022.0,118.8245415042842,31.89643102105597,0.00922,-0.001792,-0.004314,0.0003166,63,85.9,-0.1835,0,0,Ei5,DRIVER1,Roewe
53023.0,118.82454185484896,31.896430676319373,0.002766,-0.000538,-0.002161,7.045e-05,61,85.9,-0.3022,0,0,Ei5,DRIVER1,Roewe
53024.0,118.82454231773822,31.89643006159892,0.0008297,-0.0001613,-0.0007267,1.884e-05,43,85.9,-0.3386,0,0,Ei5,DRIVER1,Roewe
53025.0,118.82454281630228,31.896429515161238,0.000249,-4.84e-05,-1.156e-05,1.186e-05,23,85.9,-0.02777,0,0,Ei5,DRIVER1,Roewe
53026.0,118.82455003631324,31.89642982233532,7.47e-05,0.4424,9e-06,1.91e-05,4,85.9,-0.01163,0,0,Ei5,DRIVER1,Roewe
53027.0,118.82456210440996,31.89643041706157,1.593,0.575,0.2722,0.5054,2,85.75,-0.006645,0,0,Ei5,DRIVER1,Roewe
53028.0,118.82457688458372,31.89643108234771,3.662,0.3164,0.3904,0.7188,2,85.6,-0.00396,0,0,Ei5,DRIVER1,Roewe
53029.0,118.82459423891244,31.896432059713728,4.8,0.255,0.4546,0.804,3,85.44,-0.002132,0,0,Ei5,DRIVER1,Roewe
53030.0,118.82461676539874,31.89643364464993,5.72,0.6704,1.221,2.066,3,85.2,-0.000999,0,0,Ei5,DRIVER1,Roewe
53031.0,118.82465041505618,31.89643592836562,8.13,1.181,2.994,4.875,3,85.1,0.003666,0,0,Ei5,DRIVER1,Roewe
53032.0,118.82469791447834,31.89643944516526,12.38,1.3,4.992,8.11,2,85.44,0.003876,0,0,Ei5,DRIVER1,Roewe
53033.0,118.82475488617516,31.896443390017943,17.06,0.538,3.242,5.113,2,85.4,0.002827,0,0,Ei5,DRIVER1,Roewe
53034.0,118.82480958002805,31.89644694773166,19.0,0.1606,1.606,2.354,29,85.2,0.00236,0,0,Ei5,DRIVER1,Roewe
53035.0,118.82485546592454,31.89644992943802,19.58,-1.234,-5.516,-10.305,49,85.06,0.01012,1,0,Ei5,DRIVER1,Roewe
53036.0,118.824887405677,31.896451930866064,15.13,-1.476,-5.17,-9.67,75,85.6,0.013176,1,0,Ei5,DRIVER1,Roewe
53037.0,118.824908302984,31.896453410090288,9.82,-0.7085,-1.1875,-2.762,74,84.56,0.01659,1,0,Ei5,DRIVER1,Roewe
53038.0,118.82491993626306,31.89645406239989,7.27,-0.4785,0.1666,-1.245,79,84.9,0.0462,1,0,Ei5,DRIVER1,Roewe
53039.0,118.82492393883966,31.896454105959243,5.547,-1.078,0.5425,-2.46,80,85.6,0.1355,1,0,Ei5,DRIVER1,Roewe
53040.0,118.82492299718976,31.896453997241945,1.664,-0.3237,0.7246,-0.1449,89,85.9,0.1832,1,0,Ei5,DRIVER1,Roewe
53041.0,118.82492149641044,31.89645363607436,0.4993,-0.0971,0.278,0.01039,106,85.94,0.2053,0,0,Ei5,DRIVER1,Roewe
53042.0,118.82492032622332,31.89645337458257,0.1498,-0.02913,0.1952,0.0113,124,85.94,0.4905,0,0,Ei5,DRIVER1,Roewe
53043.0,118.82491997226538,31.896453177683924,0.04492,-0.00873,0.0679,0.004128,88,85.94,0.5767,0,0,Ei5,DRIVER1,Roewe
53044.0,118.82491984915876,31.896452999648588,0.01348,-0.00262,0.01964,0.001251,45,85.94,0.5527,0,0,Ei5,DRIVER1,Roewe
53045.0,118.8249196348865,31.896452775048832,0.004044,-0.0007863,0.00925,0.000516,0,85.94,0.978,0,0,Ei5,DRIVER1,Roewe
53046.0,118.82491949748284,31.89645265266841,0.001213,-0.0002358,0.002737,0.0001532,1,85.94,0.958,0,0,Ei5,DRIVER1,Roewe
53047.0,118.82491961378022,31.896452769676685,0.000364,-7.08e-05,0.000988,5.907e-05,2,85.94,1.408,0,0,Ei5,DRIVER1,Roewe
53048.0,118.8249196582284,31.89645281598354,0.0001092,-2.12e-05,0.0002794,1.585e-05,2,85.94,1.192,0,0,Ei5,DRIVER1,Roewe
53049.0,118.8249196711156,31.89645269865395,3.28e-05,-6.4e-06,6.94e-05,3.93e-06,1,85.94,0.8745,0,0,Ei5,DRIVER1,Roewe
53050.0,118.82491953322672,31.89645252594304,9.83e-06,-1.9e-06,2.384e-05,1.3e-06,1,85.94,1.078,0,0,Ei5,DRIVER1,Roewe
53051.0,118.82491949463692,31.89645234450998,2.9e-06,-5.4e-07,7.33e-06,4e-07,2,85.94,1.143,0,0,Ei5,DRIVER1,Roewe
